COMMUNITY,GENDER,P1_SCORE,P2_SCORE,P3_SCORE,TOTAL,REGNO,APPLICATION_NO
MBC/DC,Female,140.25,126.5,101.75,368.5,6B0D445642939259EB6D0E018A31EE74,25B6EA60134A3E92B35CB26292ECBCBD
SC,Male,118.5,99,111.25,328.75,C28A20BF76EAFDCB31E3ABD8A86618D4,19FBB2B73B54EDA5928E1F2001AD3771
BC,Male,60.75,74.25,68.25,203.25,838BEAD4353CF08B1B9D03E3494C1784,BFD45E8925C840F1B4247A1E6C7CF535
BC,Male,115,105.25,83,303.25,2E0482F394C8FF21836585334FEFF10E,FB93A691644603BE0CD13EB7BE72DCAA
MBC/DC,Female,96.25,97.75,82.75,276.75,211414E790409E00D5A0F0F8564448C5,D7F493770C54120B1DE7917C90B26A31
SC,Male,149,114.5,118,381.5,A697CE07CF617D93113B7C0416A261ED,E6D6ECCF481C9FF74DD10A8D6B0692C3
MBC/DC,Female,120,123.75,102.25,346,668FED7EBBBBD9D1A0523D59F5442262,732587E6885C5B226F6DEB486FE6431A
MBC/DC,Male,52.75,61.5,55,169.25,47B103241A5077913C4E9551B5FF36A6,CA9FD0392FEA07522D76A702A920C263
SC,FEMALE,121,142.25,111.75,375,C03569BE4FFFCD5F0D3FE92000D28299,4D500AC544CC7E884791952F38C99628
BC,Female,114.75,79.5,76.5,270.75,3F728B85E2835A59BAC2A2288AAC2D78,9B082705A1B1CED49FD2DC3A24BC436B
BC,Male,82.5,72,65.25,219.75,F0E8382CBCE60F2BA0C7FFB7FBA7AC8B,78E9F8BC24D5E2E5DFB2CB18335551AB
SC,Female,83,98.75,97,278.75,A6B4B7FF013745E080E8CD654F2671DA,F4004A9B04E012CD07A4AE7F01AAB90B
SC,Male,89,103,103.25,295.25,3ACD45C48A94E2A0369E7290D16C769E,B5E159221C2A5D23310D3A6BCDC565B4
BC,FEMALE,163.5,144,134.5,442,D373D26055CD71F201F230DCFDD6DD47,E171968DDAEC68E257A15CD0012B819A
SC,FEMALE,136.5,111.5,112.75,360.75,6B55CCF9E406D7FD37D09A54C1FCA6FB,254FE947E46CEE3A8A3150090A33FB1F
MBC/DC,Female,108,90.75,81.75,280.5,6A9B0E212A42E9FAD7C864B6ABBA727B,956EA78F502513791B68A125EF401D34
BC,Female,107.75,94.75,90.25,292.75,E63911DEFB6D73901C91CB14855B1C88,03D750F8B42CE52FA439089CE11CCA8E
SCA,Male,100,92.75,99.25,292,607B93448BD4B6C56725084664E7E471,60C3FC2D88EA37927308CA2EF3A3528E
BC,Female,148.75,129.5,123,401.25,B89B04C7F32224BE4555F0B9F049A1D4,F8E649568FD9AF67B09494D98E5801DD
BC,Female,104.75,99.75,93.75,298.25,C82EDB729EAA8872EE9CB4549AF044D9,914EC7CC95A8A1C89A118835FA15425E
SC,Female,94,76.5,94.5,265,1273CF340695C564C7F84E308B2992BD,2D6988B2AF675FAAF7979195DC173504
MBC/DC,Female,131.75,101.75,117.25,350.75,502F3557AA4BA5DDE996B45BC9F2C140,F561F4C81815BE71E92E646DF8C3F0A9
BC,Female,154.75,137,134.25,426,1F0455644482F37A8164017E1B6B534A,0DBA558B72C4ED970502D21CF4AB91E6
BC,MALE,99,71,63,233,2C62C8D39424D411E17E414881A7984E,A774BD0361ADAFCC70A8E061DFE6028D
BCM,Female,70,68.5,75.75,214.25,116E05E6D14A4BA5EA6FB8EF75A02BD6,4B3CE27970BBF8654B604E4216EB2C2B
MBC/DC,Female,118,103,85.5,306.5,D8D5A6A2F0F56599984C5BB767085D43,CA1706EB01C7763D239DBFF207D56ADC
MBC/DC,Male,125,114.75,92.75,332.5,547F67905B19490ECA7159F2D73B2FC1,2B736B5E1B1927EE734728969D473DB4
BC,FEMALE,115.5,103.5,113.25,332.25,F6BB0A9FFB43A6F2E9DD238CFD0C69D7,CE4BFB333CF35C03D1FD37991BDF3011
SC,Female,96,102.5,106.75,305.25,CFFE8ED4C26C19D5260352922B5DCD28,7CDD2BEDF642332846767220C156D72E
SC,Male,54.25,55.75,50,160,9A878F46B483130AE18A8E1D2FF3CBF3,D9EA5D5BCDA917DFBDC10D7079366D7E
MBC/DC,Male,107.25,74.5,77,258.75,FB36AD6C904A35A33855A270DEF95E7B,99824C7B398B05B19259EADC292452DC
SC,Female,133.5,113,119,365.5,8FE72A7D05FBF8DF3A9818C260DB1193,88F53C6B6B3675C9534F329EF04BC7E6
MBC/DC,Male,129,122.25,111.5,362.75,BCCE20BB204768DC39674F54DBD4C4BB,2CEC07DF0CE69033F5EEA947330F35B3
SC,Female,155.75,119.75,123.25,398.75,CFBF5B21CDA2C2A34956643678B79982,FC45F2D3217F3F2B197E47F56ECF67EF
BC,Female,145.5,106.5,127,379,826D66A769233AFAE50630CE42E936FD,1B86D5225F7E7018338C74EC8F2267F0
BC,Female,81.75,60.5,61,203.25,FB9467B499920ED8ED38756C40E4AD97,6ED62132980716155EF20DB8F30582EC
SC,Female,153.25,130,110,393.25,89DB2DCF7917D9972EF763289B0D8BC0,D990F8B272F2AE53F98566632E79089A
BC,Male,156,127.75,143,426.75,17FB2293F63CB7D123EF6412DCA951BE,F18942B0D0E1B7587BFAB0EBCAEFA904
BC,FEMALE,89.5,59.75,74,223.25,2A5A7DDE2C19EA05EB1AE4CB9F18B3F8,245818A3F6D0A8B24536A0CD02F3117D
BC,Female,68.75,81.25,95,245,B0DE240F65A96F3F662D3214FDFCE519,1A1C30FE29F0771ACE42B74C0D782CAA
BC,Male,74.5,30,34.5,139,75AACFAB899C5CF48740DAC5CC5B78D7,8259340831025E93211B4210BC5F5ACA
BC,Male,109.25,103,81.5,293.75,91ED7DBA6C3EEB85BCE8B76D61261C9D,C23268847F280DD35B08DB7E3BAE6C4A
MBC/DC,MALE,68.5,94.75,92.5,255.75,6A7A77BEED3BFB1F8823E45360AE8919,98397D4F8108266DDA69DB7CA1BAC70A
MBC/DC,Male,86.75,70,56.25,213,C8C3C2EA79EFB371CAAD9B42AA9C360B,26638A5D9926FA25C9C5BC962A4246AF
BC,Male,38,38.75,19.75,96.5,B910BE7642EB2665DF95AA1BA9C9B82F,80F2E90101A1530610E64F8394F528EA
MBC/DC,Male,125.5,81,82.25,288.75,589119DAD7993D0BE8A0F21C9589C1C3,90320F38C521B3F4EAEC947082153B0B
MBC/DC,Male,116,61,59,236,C6C8AE602824D5212BE401A4F4FB2032,FA10F8A7B189C171671D851B914E1279
MBC/DC,Male,84.25,65.25,60.25,209.75,5C4C77E332218BE34004D167C93946AA,8F97E942DBF2ACC700121FC3DA8B35FA
SC,Male,112.5,71,78,261.5,8BE8DF56AA37460BF1495465252F6260,C571D92A1C94C73D014AEA9125AF05DA
SC,Male,109,109.75,117.5,336.25,610023674AAD0B5DB895DA20D73B28D5,B3072DF321DE9946F8E4057C0E2EDD24
SC,Male,143.25,141,112.75,397,D1C9F8A7CDAB05F1180A156146E106BF,B499D71B3CEB462E13FD0F2E42C81EDB
MBC/DC,Male,83.75,78.25,102.75,264.75,ACE6F0BD45C5F602C6C8FECE36389670,A1F14D00C017DB64FF4EE7AB8DA16441
SC,MALE,113.5,103.25,106.75,323.5,140EB4E493E6E531BF4F5B4858AD714D,830638405666363C09F9E654D72FD12B
MBC/DC,FEMALE,119.75,124,125.25,369,DE1CB655A54F7830DCA5C44497072477,0B5272255AE7BB0E14065A67B4B3F7A5
MBC/DC,Female,143,135.5,126,404.5,9C8D4ABE36C4A452F78D96EEB0B17D92,D6AEEF9865313A61FE8E189EAEE43F58
SC,Male,108.5,86.5,79.25,274.25,1E1B29EF175D765876C4E988D3EA3A17,F7642CC24C43C9B3ABFBD7C5FFD23F9D
BCM,Female,117.25,84,69,270.25,A50D03BE01E730CD613BC86CE9934D0C,C9C176219E280B2AA4752EA3FAC70843
SC,Female,116.5,124.25,99.5,340.25,2E0C13A5B7FA82E4420DF2FCE32B491B,C6C8B9DF573648CE006C7ADB5EDD6302
BC,FEMALE,129.25,129.25,107.5,366,5BFCC61B48F0CF30CAC1C18C433ECC19,1DA1244E144E32C84EAA21BFB410CB5C
BC,Male,161,139.75,128,428.75,96C0FE8AA6D7B0F6A11FD1821B13716B,BCF7E87A2D697F1657CC88CA4032B15B
SC,Female,144.25,128,108.5,380.75,539FEE7045F9692A637248C5FCFD2A41,8974A71D39D099EE8F69B1EDF0F308E4
BC,MALE,87.25,52.75,57.75,197.75,CAA31FA9273DB5D3580E08CBB0B58AEC,72846B2FF45BB638EE2C4564BF049CAF
MBC/DC,Male,162.25,135,127.75,425,D3B06DD988719DAA6E294C5693E00F3C,A0A6B6D40DF10818598DEABCA316EA41
BC,Male,137,113.25,103.25,353.5,F28858476C5B5F7B898C6F961F33D3BD,45A3801E36FA86683CDD310306A5C72F
BC,Female,157.75,133,149,439.75,48183A1F93205B5C52A3C0348277082C,DC197112B38D98EDA9F387DAC958588D
BC,Male,104.75,97.75,87.75,290.25,122132C7060BEB632510F2B0132BAC87,129EADAE6EE1773C8FB082F2BF366E5B
MBC/DC,Male,128,95.5,90.25,313.75,1E4613AD06DDD917C01A7B664DD5E802,4B246691DA11362A7A0A44F6D84D101D
BCM,FEMALE,117.75,129.25,125,372,6913629AF2C2D387879996D476444D56,78125E2583BBDBF378D62D2ADE9F351D
BC,Female,152,125.5,117.25,394.75,FE5B9592B7FADD02458A239F74702110,879891E6C1165E972F00B2DC9070ED98
SC,MALE,121.75,108.5,110.75,341,ACF26F63F68562DF52A38C92788B5C77,2FF85075FF094B8C1766D577B88EB898
BC,Female,127.5,111.5,134.25,373.25,59DE135142206FB0276C1A86F863CD99,D5E950D8A359F8B6A73331360CE480C9
BC,Male,142.75,105,121.5,369.25,4646E1C68CA952B915198E31BCBB4F7F,8D4C16804594A31040B20660CFB60271
BC,Female,140.75,130.75,134.75,406.25,A65098B4E0713D37403A64C4FE034D01,1FE70B3E8FE528D80D7E498B36543EE0
MBC/DC,Male,117.5,112,109.75,339.25,EDF28B09337F1F0840A080B8BA58AF78,E7D5D8340B82C3AE6E4018359098D838
BC,Male,149.25,107.5,99.25,356,8772482B904D5B2467415D8D18F90D6E,F36358E3576B587BD40F754C012BE9AE
BC,Female,155.25,108.75,119.75,383.75,B84CD859574EC18CD2758E19F6264970,F407C6DE3C522A417364E5EBA2B6F40C
BC,Female,170.75,137,141.25,449,BBD7E8479F16490FF3FEF2065C051CD9,FA423D658E2A1C5F7030852B5947E978
BCM,Female,149.75,119.25,138,407,3B3EBD8EC0403C9592F5F182F3BF08B5,9964F36534491B39697E14CB6CC85B1B
BC,Female,156,122.5,118.25,396.75,A60C520DFC50E677D39FA3DCFDD45B93,0B5DD5A0DBDA9D183F2B5AD1553A1943
BC,MALE,135.25,126.5,124.75,386.5,AC9EE1F81A6D34F044BB314B435997E2,6C6B3D793AD297A230E0D229250DA4EA
MBC/DC,Male,141,112,115,368,258AB17CC96546A924953CD41CF28F1A,26D229960AC6866CC856008C9755E1E3
BC,Female,115.5,127.25,122.5,365.25,0D1BADB05763F89671F11B11FAC137C2,B9D467BB336ABE7F078F7D568FB8DF36
SCA,Female,108.75,93.75,86.75,289.25,9513132561C521DE216D1FA4B8528DC4,260DE55D62ABC5AD5153B494E294820F
BC,FEMALE,116.25,106.25,108.75,331.25,3D80F7F4FAE8C616185504D5377241C9,95B4371A0D3B3E0403B6E90939757F6A
BC,FEMALE,92.5,106,105.75,304.25,9F0FD06028211B6B319EF8E464341F3C,FB3493C3476AF43467E22852A61AA610
MBC/DC,Male,93.25,62.75,88.5,244.5,724A4F9DA6F7FBA45023F63CB4C04B68,C0E0BF1FD4067EF99BF30D3C0E8D7442
MBC/DC,Male,105.25,110.25,97.5,313,AF43E6C0AF32A9069E82EFE6E88B9604,542772F3A7AF640BB6FC8B37AE0274AB
MBC/DC,Male,129,114,117.5,360.5,BE3ABFF5F9B7A9FE85D2F2E6A7B44E8F,A2473CA76AD5571D63A85C08A29ABEAB
BC,Female,143.75,133.25,133.5,410.5,391DB2487AD21B44F090804F669580AE,CC2347D7ED381489FA203D0DFB488DEE
BC,Female,115.25,77.75,88,281,007FC343B69373F60482F17F76E95E21,225187EB9813288EB14D030CB6123073
MBC/DC,Male,144.75,134.5,126.25,405.5,71BB7433BA88C51A2C245CA1ED996637,0548333B7158EAF80A815CCEB7DCE124
BC,FEMALE,102.5,101.25,109.75,313.5,918BA27DB54E1E8DAFD439DD660AE678,569E99C0BD974D9E083F1A072EA5AF73
SC,Female,129.25,109.75,116.75,355.75,996CEF7A917DCCA224D0C33E0F38A5D9,F0D56B293A577A9CAB73BCE939A15E4E
BC,Male,120.5,90.75,116,327.25,C6075CE73FAAE135DC412182596FC1FD,2C58082F38E0EA4E9461C8CC142776DD
MBC/DC,Male,119.75,102.75,111.25,333.75,2FDEA0B3183A2D4CB3717123866F4253,6E958FAEB9F3E0ECDC816967D4C5B956
BC,Male,156.5,125.75,138.25,420.5,7F4DBEACA3F3019A3023EBFA874C7C5C,EDB907C9A1A01D7885F40422BFFF3575
SC,Female,142.25,132.75,136.75,411.75,A47808C5742128B667B153A19E060D23,4262D8188DCDE9F1094F2405334D4661
BC,Female,142,120.25,103.25,365.5,931D8EC6B903741CBA25438CC61A78B3,07DF019373E1D8DA64E125486B4FEBD0
MBC/DC,Female,118.5,98,78.5,295,0F3AB22ED1E1180C563EE629A9527823,ADFF2C326E2ECEC57150EA83E6ACCDF2
MBC/DC,Female,143,105.25,108.5,356.75,1F423C125F35F6701870EFDC0B53B132,1E564D2A697DA9AF12EBEE5142B1BECD
SC,FEMALE,132,111,106.75,349.75,D3398808102EF93206C125A332AAD247,0AA73A926A28091C0EA1B9A73D8723FC
MBC/DC,Female,134.25,112.75,115.25,362.25,8AC1380C03259C8D0209ABD8A294AA8A,1060CBB3827BDC2AE242BA6145C25F82
SC,Female,97.25,80.5,79,256.75,A2491661571DD0209C7EB20E7AA2DD82,5645D7EE2A447D03BB43C0DEFEF33A6C
BC,Female,165.25,122.25,124.75,412.25,4B04302D1C26D814040F402DF1C84001,9300464EB3D01302B4FA6F6F0C52BADD
MBC/DC,Female,153.75,115,101.5,370.25,D43EA208F296C2E852EFB3ACFEC0A8C3,4D53FA54CC50514667720C6C31A2561C
MBC/DC,Male,133.5,122.5,115.75,371.75,FFFDFFF861C0A8906B9B242366584947,71B5402F1E79FE2EC1C4015F1D632642
MBC/DC,Female,139.75,115.25,107.25,362.25,3BE3EA700FDE6FC90B8B362267670055,3E33FC62549F30BD66E5132CBB952F84
MBC/DC,Male,134,112,94.25,340.25,72EAFCC222FF9CB493C4E987BE00AB18,7B2B219D4CDC3F19929BE4D5F8A111FB
BC,Female,151.25,129.5,146.25,427,0926CD28796D6230427E2ED37B14C65F,C18B55E1479F2EE7BF7D72B3B8D1A255
BC,Female,123.25,114,100.25,337.5,381F986638DDBB10D84A12F923B5F304,016EA8742A2BA67089587569D9722294
MBC/DC,Female,100.5,,,100.5,8A4599BA4C343495B68322570A912567,B9A22C8834C61086A636C258E75B6269
MBC/DC,Female,141,119.75,123,383.75,AF064454761848F69F4AF3CABFE37669,3A3A3759F364F905EE460C707BDBDF45
MBC/DC,Male,118.25,113.5,110.25,342,6590DC9D42B35F5338C71C9B8E806367,3591075051170DA341D687B252DF2358
MBC/DC,Female,127.5,105.75,109.25,342.5,63C2DC7E4DF1F7754CC15A2F4B98BF44,C0B1EF09521FF69761144EC31B35ECFF
MBC/DC,Female,157.5,151.75,126.25,435.5,EA3D2992B5DFDD1638720444910B9B10,AB1444CD0453C25D8F148FE1F7EFAC49
MBC/DC,Male,135.5,114.5,103,353,D6B851817C4BE4EB437B5179B718189C,5C74FDB12970DA2D55501AB832EC87CD
SCA,Male,90,87.25,87.5,264.75,E832855314638A3E8B32116996D0090A,383A2370DD4F087BBAF49630A4EC78C2
BC,Female,99,75.25,55.25,229.5,642DE4F57043D97F5E027D4A1F2ED1DA,B4CA3B816283478473ADF7E56C893F59
MBC/DC,Male,117.75,109.75,101,328.5,9203CDAAB185488A5A061695B717D408,6DA095444F0BBE330B5E768EB17F01B3
SCA,Female,128.75,108,124.25,361,8796C2770799CBC4CF5A89A6B509F6E1,8B0053711AFACCA24E2C171ECDC8BB85
BC,MALE,114,125.5,107,346.5,7A34D5E3EA30FFDC1F559B29982DB989,CD53A7AF9A5FD59051366C4F01DC18B7
MBC/DC,Female,142,126,133.75,401.75,2835361E74D2DDD42CE1F4FEA34B4A25,33175F2574C3BD1F7DB5746FF06083C1
BC,Female,152.75,125,130.75,408.5,410A54A341492C1984395E7DF6318DE6,CF73618D0589C98C866B88AF8B04DDD0
SC,MALE,132.25,100.25,109.25,341.75,F7D96AC67430C1A48951B1D78A3BDC85,40C229C8581FDBCD77F8D6144CE418CC
SC,Male,137.25,102,103,342.25,A5AF0BF38F7C020C6AEA34D7DE5D2006,458D4B06DB46AEE8E0E2503C60D4A913
MBC/DC,Female,146,127.5,115.25,388.75,A878F57F36DA06FEC808C91A69D137B7,3C473902C8F7E37F2A84AD92742E7E93
MBC/DC,Male,136.75,124.25,109.25,370.25,2ABAEA1DB8EF43F00BC73EB0461E3598,355AF8CF4934045D95F184C13C854D2A
BC,Female,90.5,105.25,90.25,286,6021A17BFB9B3BA4834A98C5BF870BE6,461E569577E466FC2DD636B87D2EE561
MBC/DC,Female,118.75,108.5,102.5,329.75,D36BC7AEA665CA1D35F7E3D40E4BB1D2,63AFB9853D1D735D1B8B35F113958EE2
BC,FEMALE,145.75,144,130.5,420.25,186E548C8C4EC57CC43B54F6E3CA78E4,49EB3048FF370310CE39EC7E4C51128B
MBC/DC,Male,108,65.75,66.75,240.5,CFEC4F47B8CCB41D6483B4E969D38278,12F8D2D9BFD2AB3A718897B63E78BBC1
BC,Female,144.25,122.5,118.5,385.25,475D65858A0C2FBE02720514F1AA1AAD,2CE174CE5FFAC52990F79F32060250D6
SC,Male,141.75,111.25,86.75,339.75,79404874A101D12677799B64FF99CF98,842CCD8A5B82FDFFAEA36E5FD5308858
MBC/DC,Male,149.5,124.75,120,394.25,5B42FDE5F410F91DD8F1333D0A354BD3,FE4C5012FC8EC1B92F483348B21272EE
BC,Male,164.75,134,119.75,418.5,6949E7EF06436F9879F9E3C3B20EAA1A,57CDF9C00BB69DEF977457702B8C4942
BC,Male,158.25,137,119.25,414.5,6ED1990D158404C35C4620730B6E7492,67CB46084C4718A5C797595FCA73CAB3
MBC/DC,Male,119.5,128.5,107.75,355.75,CD1B51A041FC4970054A5A9B8E14068C,F8A004FFFA9FB8723C761CD84B132A9E
MBC/DC,MALE,104.25,82.5,89,275.75,EB879BDE7D4EBB0BD2BF9CD471FA06B1,73A60CAA7E0C304DD9522EF364DA8B9D
MBC/DC,Male,134.75,81.25,78,294,27E079364ABF079E0AB794998D9D3516,FCFF0A344A3E9431EFA264F03D70A54F
BC,Female,139.25,124.25,115.75,379.25,FB7F13E48D195B610ADA96B4FD6AC1DF,EF66D667882B435C5D2896031F9EB907
BC,Male,129.25,119.5,91.25,340,A4F1D314D1D7809A69DA7EEFF44705D9,90849D300F98F07B96935B060F667012
SC,Male,130.75,115.75,103.25,349.75,48D776802369906A8E3792A95AEE90B4,450816461572EDBA9F61D9BDA144C2AA
BC,Male,94.75,76.5,74,245.25,718F7A92BC19F942C4AEB4DBE95D7DB8,6F3880FCD582787D8EADCFAD28E4A268
MBC/DC,Female,119.25,125.5,139.25,384,7680D165A33CF2271F6C64B7A5F2A22E,83C2B114D96F1D6136198B3523887354
BC,Female,87,72.75,65.25,225,EE984AFE161BE73E0FA1607BBF19BA71,A1CA0E839447B53BF3897DA66B3466E0
MBC/DC,FEMALE,130.25,113,109.75,353,0AB398C6C36FF82A629F55E1606BFABB,5DFE4095F3E57E7FB3FE8DD5787050C8
MBC/DC,Female,126.75,113.25,119.25,359.25,B55A1B9BB0864FCF482478C68E9F8E44,D8CBAC7F0BE444ED113A310D6C941679
BC,Male,135.5,108,95.5,339,8A256130967B6C4B387CD13372629EE6,F9B88463637177842DBD7479697E8DC6
BCM,FEMALE,116.5,115.5,112.5,344.5,A8154471B120395974732200F6444E8C,4EA0535F217FAAABD9E5C76B28745128
MBC/DC,Female,147,130,130.75,407.75,BAE770D618E1E051989D7BBD23EBEADE,79B777DE76CB59AA4E5949F055F4B702
SCA,FEMALE,82.25,75,72.5,229.75,9756EE36066720A1C8F6F7CB35000DDA,FF69CAA359D364453E08E888D910A432
BC,MALE,120,99.75,113.75,333.5,40FEE5A74240615CE4B3461A5A4E6EEF,89E25816BAA7596EDFF4B1711FF0AA58
BC,Male,136,111.75,126,373.75,7A270701E35999E67D9E6BE81A6D86B4,D0062EEE9C0BCECB8026856B6241D834
BC,Male,135.25,109.25,117.75,362.25,F2D0518BB989AC2E6A4925FC1CEF6691,FFEA61D9B64ADDBF1DB62B0ED8C43070
BC,Male,134.5,119.5,95.75,349.75,3F2195380F2FAA62B8BB17640FA9F52C,156AAA153F4D476401BB0419B2396F83
MBC/DC,Female,137.75,129.25,123.75,390.75,33B9AFF40F8607732CCE08490BFC393F,EB34D6C2907BEF43AB796D9F17731832
BC,Female,101.5,75,83,259.5,5DD769E32AA149DB9182327AE7AB6084,B95A7912BDF64027682862693F23EF83
BC,Female,137.25,112.25,123,372.5,847EEB79A225AEF6E4DF98453DC692F9,7CEC7F085B9B3D6040AFD365EF3432A7
BC,Male,89.5,79,87.75,256.25,7BE0B189ADC4CE3A35F4E52F9073BD67,498622B0F73890B7CF627FCA8C80D168
BC,Female,155,146.5,145,446.5,1DD633D8C70A9585E1EDAC13F64F8B64,A762AC227B812DE41AF7D31C026EBB8A
MBC/DC,Female,126,114.75,118,358.75,7217617527D781AC824098C7D7FA7FD5,A017582A2F35C8D170E4615B0C7C943D
MBC/DC,Male,130.75,107.75,114.25,352.75,5F80E165EB0F3CED7DC392DEF5CFB7D4,01AA9E06F85684FB705DE34ABD8C8A08
MBC/DC,Female,143.75,100.25,104.5,348.5,4D70CD2AA0F26855A9E8F28CC2B38D54,8B6B003352043BDA9D1D0C17D7E187D6
MBC/DC,Male,124.25,125,114,363.25,AEB5FB47309A969CA2363A91C77F770A,87BED39C1F2CAD92D32F9F5CF81F434D
BC,Female,170,131.25,133.25,434.5,53DE7CD26618D9D8DB3BE070B5E2F3B5,1A564D43283374B6FAD839ECFF95504F
BC,Male,141.25,125,111.25,377.5,C7E88FBD0E1F82269C3EBD24CCBF84AD,020C2CBDAB0BCC5027853C37BDD6F0B2
SC,Female,138,122.75,122.25,383,81D800F1DB2BB6C814B6DD005A001907,EC9D066525DBDE5D490828564615F3F0
MBC/DC,Female,111.25,126.5,121,358.75,0175F7F4373F5A8C045B8CEDCD83E253,21CC11BE9B5C38B0FF6AAA76C7EED19C
SC,Male,112.25,93.75,111.25,317.25,201AB79BBDA8317BFAD3B4566028B6B1,D77BC5DC1763177557005B1615DF48FA
MBC/DC,Male,129.75,99,104,332.75,4A2AECF00138C226093BE801194E99CE,D6C2A56A3D97495F534C35E09689E145
BC,Female,99,113,93.5,305.5,C0DA46110B4C4AFA708086837E611928,5AA25E1AF5FA5077F87CB8DBEDA72F44
SC,Female,90,87,83.5,260.5,6BF6EF3A8D7F811E91ECF46367BDD9B0,83CC0CA31A6F174B2E6D0B941108B631
BC,Female,114.75,118.5,107.25,340.5,8FA6561B0BD8F69F98FF19D5CC4321BC,921DC3200AE6C36C6F586414754935C4
MBC/DC,Male,97.75,110.5,89,297.25,F33AA3618BB78238A301BC5EBC5C25A1,95BDA4CB89C9144A1A73335E2DA73825
BC,Male,96.75,87,94.75,278.5,399632D8D65B66FC4D901E80CE670B27,30F717B2207D4D5381D65334D4F72CCF
BC,FEMALE,163.75,137.75,144.75,446.25,008B14E584C639B575059CF1FF0788D5,4D8A0C15287A82510B33B855C281C86F
SC,Female,133.25,118,115.75,367,6C5B1A9D3510FE575D10F58EADF5E020,E6545DF12820D2B6B3FA1B4F202EA89D
BC,MALE,127.5,110.75,115.75,354,C8A9562C9B66E6EF4173B69BF4C87963,7393005373FF683E565C331C855BD6BA
SC,Male,123.5,104.5,128,356,430E5F10F67936229F52400F5D9B1277,85A9D46DC0EF64F2873E774BCCD8D44E
MBC/DC,Female,126.75,110.5,119,356.25,BE59747E33042C2C12B2FD1BE89639F8,C1D49D9673976E7471D5E591F05217BE
MBC/DC,Female,120,106.75,103.25,330,CFA402D40833A37B27003B6DC33F9FCF,E8B4FD2262F8089A66FBC73AA2F32622
BC,Female,127.5,92.5,88.5,308.5,F12965412F49B212CE82AC956EBE9946,8E7AD2428065462768C2D8D2C030CA39
MBC/DC,Male,154.75,119,110.5,384.25,B0799DD9EB3F35F88765875650C1FE66,FF54E7BC35AC2D344E2D3B1F94DB5BD4
MBC/DC,Female,99.5,89,77,265.5,B351AC1C5D9BD76B08331CD9CB747A86,3307118589F6F5F25DF8449871E3F61D
SC,Female,125.5,88,100.25,313.75,6508DBF506E18601C1B9F46F35FA2E95,7AD0616835CD41A66B6F3AAE7707CAEB
BC,Female,174.25,146.5,152.75,473.5,CDECEAD8E492116C082B92E5F0F40E5B,5640C188CC667A35D263785BCE9C2B9C
SC,Male,111.5,106.75,101.25,319.5,BD902DDE377B1F41ABDD838D2D25345C,9070C39C5FB2235E9843C32CC6A51795
MBC/DC,Female,104.25,98.5,99.25,302,7751BB03774403AA9C5A2B5B4D2899B3,D4C3CCB3A08E7A0C9988A551A4F66E7B
SC,Female,124,88,105.75,317.75,FFC8AD39E9EEA24C459E09830EAC872B,9A104FAB7F3CFF4D46EA516017E5671D
MBC/DC,Female,121.75,99.25,116,337,CB64F3D6D18C5FBD9D1F4263C7461FCD,D2B68F8B457D9BF1EE75DCD9ABF372DA
SC,Male,101.75,81.25,78.5,261.5,DF239332EBF6052773F9A9C993C2C890,B82F9737BE7245315F792C882A5E35EF
SC,Male,76.25,68.5,66.5,211.25,DAF4EB3A05BC99C8851981629E9639E7,B93E572A11FC76AEC5EE531CC9D16178
MBC/DC,Male,121.25,130.25,131.75,383.25,19F633BADEDCAC84D225155C8E0C9A62,A912D0C4E0980BCC082F471E83DFE060
BC,Male,140,109.5,111.25,360.75,E62F674BF6507C5DE532C3919D6CCEAC,8DC21E8365CB3937FF642BC8F48C9226
SC,Male,100.5,71.75,77,249.25,80DBC8D09A616750241AB59840E3034B,EA4FC451D4C80927142C377BBAD34719
SC,Male,130.75,109.25,111.5,351.5,2F5D004D898A90B4FBBACA7A3FE43B2B,1C6F0E6E7E542AB972679BE1C79C7257
MBC/DC,Female,137.5,105.25,137.25,380,24974D06A06B5900C6170319738E65C3,8F97803A106BC451CF87477816A67DF3
MBC/DC,Female,127,109.25,122.5,358.75,F0A1E81108D2B599A406EB2EB4EDFDF9,2CC6809300CF875CA097B50B03E73862
MBC/DC,Female,126.25,125.5,128,379.75,3D141F3E1932691ABF6DCD64876806C6,44FF527272585CF060960FABDBC278AF
MBC/DC,Female,111.25,90.75,85.25,287.25,B5B63B3FF7FBC89C52C4E3A06685DD51,7A31DBEB68892CE64D6333694504F761
BC,Male,119.75,126.75,120.5,367,6C7D9068020FD604F94EA4A99DDEC4BD,E9BDE440A5FC95ADC866D9E84F198CD6
BC,Male,134,125.25,134.25,393.5,CBD59AFC954990430B4EDAAE9C7FC010,A6043C9F06839D22E2F222BFAA7D3637
SC,Female,90.75,74.75,55.25,220.75,DD675564DEF356F27778A8F192DB1EC2,781DED274C0E045F5A9FCEE9E1751B83
BC,Female,149.25,120.25,115.75,385.25,C8554E7A25634E0C1736D941883A541E,D3EF006B8B36E33F91F92E7D2F082A92
MBC/DC,Male,131,132.75,123,386.75,0965705711B73D3C6C5D3217F971CAE4,DBF4F0087790FCE15E12CC5B557F54BD
MBC/DC,Male,118.5,104.75,90.5,313.75,B8F4F26B2C72847644A1E7C8DC13F6A3,362EE0CBD7F41D17DA4F91239AA28749
